run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-05-29_04-44_36759a2501e8,36759a2501e8,2026-05-29T04:44:35,liquid_universe_sanity_test,liquid_sample,MEDIUM,300,255,0.10373114494401658,0.7522232208054591,0.7273164373993495,-0.14262175252758746,59,3.930292407310416,108.86158946086348,0.118695183569139,0.6642936966417312,-0.014964038625122411,0.27696690965691495,3.7708486780762893,-0.059063931854559826,0.15511862881605176
