run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-05-28_21-32_5e7aeeea7b42,5e7aeeea7b42,2026-05-28T21:32:26,liquid_universe_sanity_test,liquid_sample,MEDIUM,299,62,0.028869487060317445,0.9647837644101901,0.3454217339995162,-0.08357750604181113,12,0.9294065148816975,9.44719238238593,0.017228471113880595,0.5335394291735414,0.01164101594643685,0.053670424530713134,4.566768733410451,-0.01611339423285907,-0.0031071214355982146
