run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-08-10_16-36_88ef70c39948,88ef70c39948,2026-08-10T16:36:49,liquid_universe_full,liquid_all,SURVIVORSHIP_FREE (MEDIUM: static current-snapshot fundamentals),2876,62,0.0907645503714618,2.4037462413409405,1.131957824657057,-0.08018368564125633,16,0.1512234847123859,1.5766549492578552,0.0835035303728775,2.346154039911749,0.007261019998584306,0.008950200036455191,0.5575893121371204,-0.04207645994335352,0.010103571636691289
