day,strategy,benchmark
0,4999.329377561983,5000.0
1,4976.6855939984835,4974.236525672244
2,4984.056488772337,4973.248022379756
3,4985.00703513076,4994.484734604509
4,4960.480916568589,4973.906683652764
5,5239.288029467936,5225.667497970833
6,5213.438349506675,5224.0626680031755
7,5259.152205443614,5286.808307863561
8,5288.218219565877,5318.467427687914
9,5319.998987577632,5377.581433687741
10,5725.338710359807,5777.94083142722
11,5680.525254573233,5717.118673107568
12,5638.245901479951,5651.877152454347
13,5632.732504303412,5631.315932356637
14,5640.542333960863,5617.478354387583
15,6104.143448935136,6087.716348503015
16,6125.891175431533,6122.78565328763
17,6081.598870027489,6053.573590148674
18,6077.0458386785285,6062.41749174568
19,6015.4257411806975,5969.860279373844
20,6431.471167899757,6379.116191651528
21,6454.995465140828,6387.892724721358
22,6548.683179834385,6504.088369929648
23,6572.333118463113,6491.580553408859
24,6612.065906942733,6556.755721189379
25,7059.610125816629,7016.77285838729
26,7054.171173335533,7056.21670225223
27,7073.677287875395,7094.7311333897915
28,7048.777454819194,7074.019639068908
29,6969.871390443286,6973.9550301794725
30,7377.655950270047,7433.87765494596
31,7348.359658540388,7400.552179018953
32,7391.816438949533,7440.271522819631
33,7341.590080458629,7400.674771936384
34,7301.977895672508,7350.870828145365
35,7741.409828160486,7800.182877373278
36,7753.299891459875,7831.810328254314
37,7790.374945037632,7859.030675324058
38,7775.291462428175,7787.092390547168
39,7842.913477575529,7839.975228467804
40,8238.773078411145,8245.938583288038
41,8228.411468794326,8219.374350874808
42,8302.0103616937,8306.150955894449
43,8309.747754359303,8305.741003622354
44,8361.213845772823,8330.126415626484
45,8775.483770987705,8749.744234540318
46,8763.261603989758,8713.342116932527
47,8628.766675484367,8564.30840718005
48,8575.745326156826,8525.335813199
49,8544.675834290614,8482.93886382937
50,8954.05171842191,8887.219750031461
51,8859.549128077739,8745.36256389657
52,8955.10596330198,8881.839282573974
53,8844.918502366267,8726.230573126522
54,8793.545041224259,8622.940037181063
55,9260.578975463359,9115.617732963516
56,9123.422404361449,8953.805481959947
57,9194.336297768059,9003.989361491227
58,9042.807446060866,8764.164067876733
59,8979.324548082563,8691.30600816486
60,9393.911915467032,9137.428826050784
61,9321.366991709678,9015.622075425686
62,9473.37088844384,9201.847220464453
63,9545.090306565233,9272.803631397428
64,9488.548538663566,9172.580029452276
65,9955.443133783607,9672.476629332432
66,9938.976152452451,9644.507851205573
67,9907.941175031629,9647.68871360242
68,10023.853951823367,9820.464879463572
69,10005.923685451053,9844.072116521715
70,10351.97926538336,10126.551290078836
71,10308.15324403718,10099.657683171
72,10197.410192466923,9896.26680960384
73,10243.261028129964,9962.699296234186
74,10264.241471718104,9990.838629087508
75,10709.447985899737,10454.063893667562
76,10241.270215401624,9938.879194303845
77,9869.411331647936,9357.02779744592
78,9820.928391895144,9340.361694690657
79,9678.777584310297,9194.065711823898
80,10616.33137685726,10559.619884686446
81,10345.398272868726,10096.907963013224
82,10462.816755159474,10277.062930162156
83,10529.429241443033,10376.767595552552
84,10526.423586606252,10347.703059978905
