run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-05-28_22-36_018ff745622d,018ff745622d,2026-05-28T22:36:53,liquid_universe_sanity_test,liquid_sample,MEDIUM,300,62,0.028855870082564294,0.9641551968154871,0.34508856948931954,-0.08361873627187,12,0.9307708790559407,9.460973548725605,0.017228471113880595,0.5335394291735414,0.0116273989686837,0.05421090835860087,4.591351262333465,-0.015832471629123046,-0.0025666376077104758
