run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-05-29_02-22_4f77aa583fb3,4f77aa583fb3,2026-05-29T02:22:52,liquid_universe_sanity_test,liquid_sample,MEDIUM,300,62,0.04863510657192616,1.7403233969211531,0.97147637314057,-0.05006308739624776,14,0.8318954049458108,8.494018531567596,0.017228471113880595,0.5335394291735414,0.03140663545804556,0.10499243508823497,5.801121563380231,-0.024531830025975254,0.04821488912192362
