date,symbol,side,quantity,price,amount,reason,exit_type,pnl,hold_days,is_partial,archetype
0,SWKS,buy,1.3718196122700874,82.50264080200196,113.17874071626062,buy,,0.0,0,False,defensive_income
0,KT,buy,7.262007702533055,15.232662566757202,110.61971288987775,buy,,0.0,0,False,quality_compounder
0,HOMB,buy,3.697048925904985,29.24651149978638,108.12578392675302,buy,,0.0,0,False,defensive_income
0,NNN,buy,2.7719247821332598,38.9477955619812,107.96035972771548,buy,,0.0,0,False,defensive_income
15,HOMB,sell,9.142416078029305,26.64725685119629,243.27924103849307,,trailing_stop,-17.39691355178246,15,False,defensive_income
15,O,buy,1.462159137229325,48.938512431335454,71.55589311388805,buy,,0.0,0,False,defensive_income
18,NNN,sell,8.833274390562039,35.5268669128418,313.37921768896194,,trailing_stop,-22.51026859868847,18,False,defensive_income
20,CTRE,buy,3.203107736534325,24.786636419677738,79.39426687853322,buy,,0.0,0,False,defensive_income
25,HOMB,buy,2.4598156602220556,29.16974783935547,71.75220253997506,buy,,0.0,0,False,defensive_income
25,DVN,buy,1.8474784801652997,36.78064989395142,67.95145916556936,buy,,0.0,0,False,quality_compounder
30,NNN,buy,1.571772834072697,37.47806656265259,58.90700689674565,buy,,0.0,0,False,defensive_income
35,SWKS,sell,5.997906217890399,80.11235046386719,479.8336560660759,,trailing_stop,-24.85932976166032,35,False,defensive_income
35,T,buy,3.715823795745654,23.024046129226686,85.55329848132614,buy,,0.0,0,False,defensive_income
39,DVN,sell,1.8474784801652997,32.083641052246094,59.19085303839951,,trailing_stop,-8.76060612716985,14,False,quality_compounder
45,SWKS,buy,1.0702497981783041,63.09135535125733,67.52351033147882,buy,,0.0,0,False,defensive_income
45,CTSH,buy,0.7493481584302776,86.72376733703614,64.98629534614389,buy,,0.0,0,False,quality_compounder
48,CTRE,sell,5.360203981712338,23.660545349121094,126.64779390069846,,trailing_stop,-9.678344517022467,28,False,defensive_income
59,HOMB,sell,16.961879628668083,27.210012435913086,460.88680949463384,,trailing_stop,-28.304361955270565,34,False,defensive_income
65,MDT,buy,0.7181669302441347,88.79912073547837,63.77259194697679,buy,,0.0,0,False,defensive_income
65,BP,buy,1.9597587544261619,31.99903584368625,62.710390627860676,buy,,0.0,0,False,defensive_income
66,CTSH,sell,0.7493481584302776,77.7149658203125,58.153473044779744,,weak_value,-6.832822301364146,21,False,quality_compounder
70,DTE,buy,0.42355368308511104,130.31875068928667,55.196986829497725,buy,,0.0,0,False,defensive_income
72,SWKS,sell,3.437571546087603,62.98228073120117,216.037626958681,,trailing_stop,-3.1067445178320554,27,False,defensive_income
75,ADC,buy,0.8439567752695064,73.5120249509051,62.04097152109736,buy,,0.0,0,False,defensive_income
77,BP,sell,5.77254938642354,29.26222038269043,168.65425978509785,,trailing_stop,-15.400790262793464,12,False,defensive_income
78,MDT,sell,0.7181669302441347,80.32701110839844,57.59829190736885,,trailing_stop,-6.174300039607935,13,False,defensive_income
79,NNN,sell,10.660820979667484,35.83031463623047,381.40736531814673,,trailing_stop,-27.13085076734461,49,False,defensive_income
79,O,sell,12.696785601074039,49.880062103271484,632.4076182305566,,trailing_stop,-17.81000799920139,64,False,defensive_income
80,DTE,sell,0.42355368308511104,123.2638168334961,52.134272409722165,,trailing_stop,-3.06271441977556,10,False,defensive_income
80,ED,buy,1.4040077181795336,101.92426644347307,143.10245675642344,buy,,0.0,0,False,defensive_income
80,CTRE,buy,5.568346624124322,25.628991123289563,142.71110620108166,buy,,0.0,0,False,defensive_income
90,O,buy,1.7759552848759907,54.78395130712127,97.29384785027096,buy,,0.0,0,False,defensive_income
90,DTE,buy,0.6996698347999695,131.93971373347753,92.3142377114575,buy,,0.0,0,False,defensive_income
90,NNN,buy,2.3825974095399203,38.33654517445142,91.3405532233581,buy,,0.0,0,False,defensive_income
103,ED,sell,2.420053046438297,99.3629150390625,240.1017568961045,,trailing_stop,-12.186202598796825,23,False,defensive_income
105,ADC,sell,3.904893534735346,69.41952514648438,270.69331262108426,,trailing_stop,-5.607765149148349,30,False,defensive_income
105,SWKS,buy,1.5682062049409837,68.78968762199864,107.87641496477025,buy,,0.0,0,False,defensive_income
110,OLLI,buy,0.5967050228020061,116.56589639565053,69.55545586670293,buy,,0.0,0,False,quality_compounder
120,TRI,buy,0.2907695071417239,188.25307752143635,54.738254568820786,buy,,0.0,0,False,defensive_income
120,HRL,buy,1.756537389479766,29.29085709552312,51.45048565819506,buy,,0.0,0,False,defensive_income
121,DTE,sell,1.1997675114847586,129.5146026611328,155.16425712881212,,weak_value,-4.318421493020111,31,False,defensive_income
121,O,sell,4.547337723066153,53.27276611328125,241.90743178020506,,weak_value,-5.690730619908095,31,False,defensive_income
130,TD,buy,0.8920123141365883,69.68969693180519,62.16406783161705,buy,,0.0,0,False,quality_compounder
135,KEY,buy,3.5676321879566366,16.716180753346794,59.63718451534124,buy,,0.0,0,False,defensive_income
136,CTRE,sell,7.317781773441883,29.706924438476562,217.06903483851045,,trim_exit,19.13745122948572,56,True,defensive_income
136,OLLI,sell,0.19691265752466203,131.77999877929688,25.90002850509223,,trim_exit,2.9467280690802617,26,True,quality_compounder
137,CTRE,sell,4.902913788206061,29.571006774902344,144.7707759586935,,trim_exit,12.156614940646932,57,True,defensive_income
137,OLLI,sell,0.13193148054152354,130.47999572753906,17.18190576192721,,trim_exit,1.8031944697991946,27,True,quality_compounder
138,CTRE,sell,3.2849522380980614,29.804004669189453,97.7606503611475,,trim_exit,8.909162479056292,58,True,defensive_income
138,OLLI,sell,0.08839409196282078,130.17999267578125,11.48543936553562,,trim_exit,1.18170279980985,28,True,quality_compounder
139,CTRE,sell,2.2009179995257013,30.289411544799805,66.56616172837141,,trim_exit,7.035664847370299,59,True,defensive_income
