run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-05-29_16-30_7b177113061b,7b177113061b,2026-05-29T16:30:56,liquid_universe_sanity_test,liquid_sample,MEDIUM,300,255,0.13722012701352448,0.8612390838249967,0.8304958987284798,-0.16522673648793884,58,2.027803930380119,54.23965373990492,0.11869506915279282,0.6642935162696736,0.018525057860731664,0.3697241492983907,3.799045972756993,-0.08567994066383822,0.24787586845752752
