date,symbol,side,quantity,price,amount,reason,exit_type,pnl,hold_days,is_partial,archetype,archetype_at_entry,archetype_at_exit,decision_source
0,DVN,buy,4.802152060120483,33.4428918296814,160.59785189629102,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
0,GPK,buy,5.6153055611093965,28.525093533325197,160.17711634884665,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
0,IRT,buy,7.76426948433851,19.991509088516235,155.2194639618426,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
5,BDX,buy,0.6895322131238606,172.77316047363283,119.13265970978796,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
6,GPK,sell,9.995675286529643,26.666213989257812,266.1736506151145,,trailing_stop,-15.98308832008945,6,False,defensive_income,defensive_income,defensive_income,archetype_rule
7,IRT,sell,7.76426948433851,18.81090545654297,145.84846509412074,,trailing_stop,-9.370998867721852,7,False,defensive_income,defensive_income,defensive_income,archetype_rule
10,CVX,buy,0.9881643947171607,135.08900668945313,133.49014652822592,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
15,GPK,buy,4.17548536579652,25.94778658218384,108.34460314871994,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
25,UBER,buy,1.0398399456642418,67.43427233276368,70.12085007840867,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
34,DVN,sell,18.686328757135918,33.003074645996094,615.8429140074162,,trailing_stop,16.492175399351595,34,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
34,CVX,sell,2.442369233191712,139.91761779785156,341.25206221210243,,trailing_stop,-6.460777349316686,24,False,defensive_income,defensive_income,defensive_income,archetype_rule
35,TRNO,buy,2.3886468012908755,62.63711465148926,149.61794355436965,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
36,GPK,sell,18.21239425617313,25.679292678833008,467.0266485230858,,trailing_stop,-11.121500618083076,21,False,defensive_income,defensive_income,defensive_income,archetype_rule
40,IRT,buy,9.0179235592557,19.12423825721741,172.46091873258004,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
40,C,buy,2.0536656975136203,78.4237266357422,161.05611726300899,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
45,GPK,buy,4.875781806513843,26.19970852775574,127.74406217559701,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
50,DVN,buy,2.880218990398041,34.774438600158696,100.15799843660776,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
50,CVX,buy,0.6534246618918832,148.53304922790528,97.05515747151445,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
52,BDX,sell,3.400785458561811,171.39999389648438,582.0785543911702,,trailing_stop,-23.661110893312753,47,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
59,UBER,sell,1.0398399456642418,73.05999755859375,75.86434490610958,,trailing_stop,5.743494827700914,34,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
60,TAK,buy,8.023150868934612,14.584768868637086,117.01580102161611,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
61,C,sell,2.0536656975136203,65.91653442382812,135.1810069092883,,trailing_stop,-25.875110353720686,21,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
65,AMGN,buy,0.367039803741591,307.09564926525974,112.7163268362174,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
65,LKQ,buy,2.5543419598272337,40.31850308786284,102.98724419475194,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
66,GPK,sell,9.45724239262468,25.049070358276367,236.5458037302105,,trailing_stop,-12.962433003497807,21,False,defensive_income,defensive_income,defensive_income,archetype_rule
68,IRT,sell,34.24130600119044,19.745197296142578,675.1170607413095,,weak_value,-1.9690907096643286,28,False,defensive_income,defensive_income,defensive_income,global_rule
71,TRNO,sell,6.995430412962798,61.3131217956543,428.2933579794018,,weak_value,-17.329665533742627,36,False,quality_compounder,quality_compounder,quality_compounder,global_rule
77,DVN,sell,17.389032677452654,32.32289123535156,561.0343014724242,,trailing_stop,-53.724424416721604,27,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
77,CVX,sell,1.626040458657841,148.04092407226562,240.3625832483701,,trailing_stop,2.9240372090447124,27,False,defensive_income,defensive_income,defensive_income,archetype_rule
79,LKQ,sell,6.824842192859403,37.64827346801758,256.55775948543317,,trailing_stop,-21.540957966048154,14,False,defensive_income,defensive_income,defensive_income,archetype_rule
80,TAK,sell,40.561895027872694,14.0600004196167,569.4964222091281,,trailing_stop,-29.88786651676844,20,False,defensive_income,defensive_income,defensive_income,archetype_rule
