day,strategy,benchmark
0,4999.383901755702,5000.0
1,5029.6977592449575,5038.652803568931
2,5008.744799696453,5012.691188500661
3,5023.016936206871,5011.695558656048
4,5039.755128562683,5033.095931615278
5,5412.020245486833,5412.35931188579
6,5262.836962414323,5251.0516635666645
7,5230.602845232333,5249.439037817378
8,5278.709437191435,5312.490590060345
9,5314.894497340347,5344.302943911602
10,5753.879516362002,5803.704107985031
11,5759.54117153137,5804.091984610004
12,5710.06570269819,5742.994543170374
13,5657.584742251053,5677.45773721565
14,5651.557477596136,5656.802858696309
15,6040.082608398284,6042.903249039936
16,6111.95376054972,6118.461172249368
17,6136.091309061967,6153.706944011442
18,6089.110476569753,6084.144706109203
19,6087.180267227914,6093.033911193704
20,6398.665434559172,6400.009266408845
21,6424.463238585411,6409.932781719165
22,6459.920973047781,6418.751712014894
23,6548.976456149633,6535.5086691876295
24,6562.573066392215,6522.93974786276
25,7023.549028083606,6988.429760501659
26,7089.142041104875,7052.398941836483
27,7081.646984753407,7092.043048862118
28,7120.641179065507,7130.751576106631
29,7095.640454318648,7109.934201843695
30,7398.228585025275,7409.363720170757
31,7408.175402573619,7473.026754404858
32,7384.156094088626,7439.526541668831
33,7422.766813288297,7479.454294364745
34,7379.781538424021,7439.649014741783
35,7710.777686585249,7789.583553432229
36,7746.549847363707,7841.838625904949
37,7806.516675596889,7873.633361559358
38,7818.833993965339,7900.99907213999
39,7752.0415256454,7828.6774256902745
40,8202.775311711799,8281.842671288014
41,8224.19469426231,8288.142125683597
42,8181.115333947076,8261.44193485914
43,8258.233698710379,8348.66182342399
44,8261.980073298248,8348.252316496257
45,8705.692461404831,8772.759991968494
46,8720.83845918307,8793.4193464261
47,8717.477426799382,8756.836405425127
48,8598.004121144178,8607.058750642891
49,8562.373915317654,8567.893390334717
50,8944.476981118092,8925.282139248204
51,8945.546419509574,8929.78904349306
52,8817.249784291274,8787.252384089223
53,8925.575007600784,8924.38094440436
54,8826.103910410327,8768.027824112864
55,9137.22177358336,9064.242542994301
56,9247.550646411277,9161.661327039124
57,9110.339525448104,8999.033662928505
58,9187.79768448074,9049.471035300312
59,9012.23312311367,8808.434316912038
60,9333.40937864906,9135.210176644483
61,9350.338646895481,9183.686648879278
62,9272.648835108124,9061.262239537227
63,9442.366219249621,9248.430141004459
64,9533.46036626976,9319.747800610205
65,9855.10224909441,9619.016821183895
66,9911.40429992534,9723.775456756908
67,9881.33699498824,9695.656223506134
68,9830.766430577482,9698.855017200334
69,9960.200701067395,9872.54749763375
70,10338.620030473923,10296.279935151224
71,10283.873890493007,10173.36054641215
72,10249.047677853541,10146.342625737128
73,10122.422064398277,9942.012697034395
74,10181.424869472372,10008.751158489213
75,10599.405701491603,10437.019458812809
76,10620.520136672392,10503.070604737512
77,10235.020920811106,9985.468574543054
78,9724.266559814754,9400.890778862988
79,9648.464702951302,9384.145976044789
80,9876.657801907426,9637.164775137047
81,10560.491329202541,10649.25409148704
82,10261.183918897943,10182.612144875042
83,10410.06019954832,10364.298714465176
84,10501.3071261976,10464.847304288147
85,10922.082255179153,10835.537259137205
86,10771.134979594326,10594.684582379883
87,10826.84452681187,10609.801176738125
88,10638.347379238548,10357.259237844126
89,10848.722264205138,10626.73191173134
90,11370.317277437563,11191.396903152467
91,11547.666118322853,11426.964835930172
92,11558.191144799115,11509.528973021525
93,11603.41582834657,11513.917580020894
94,11647.376053287331,11586.448956330092
95,12091.349173267019,11991.046606062157
96,12121.15045619278,12076.026133272599
97,12286.48263028206,12255.284224538986
98,12237.751425120916,12185.007481109247
99,12187.79597885377,12083.161268492126
100,12611.79180366773,12533.977581382995
101,12616.724709641743,12621.31171145673
102,12652.989519317332,12605.229324797694
103,12887.494267824439,13021.802162806307
104,12930.100458300689,13107.795979081484
105,13305.72874559055,13524.548522639798
106,13434.972218052491,13590.605620523998
107,13520.583325946176,13676.68815896236
108,13535.441163266205,13691.649335688027
109,13509.519330627307,13645.616257408547
110,13685.221724486024,13815.676796973186
111,13639.003716062076,13821.129113443021
112,13602.570592473661,13726.7891126888
113,13830.88683795331,14012.178224013369
114,13748.220334085818,13931.111965260723
115,14191.16633031141,14386.103391169574
116,14154.45265483722,14370.013157425557
117,14218.799726112806,14450.956515709187
118,14317.406224428494,14533.364401348563
119,14321.054446555932,14529.463008844868
120,14724.64895340913,14859.245469612677
121,14849.059271449567,15011.834762059514
122,14891.364342003926,15025.366218655949
123,15005.99466121498,15110.553451067397
124,14972.957423591304,15067.459443205415
125,15424.022320732727,15527.342480548157
126,15255.805358716865,15353.744221753625
127,15378.428873948991,15499.822760963329
128,15230.786935793096,15367.376271159692
129,15246.003644673472,15365.05980713879
130,15620.008729805653,15728.974410108618
131,15740.06127885689,15884.337048200177
132,15934.671121847123,16059.814639288292
133,15856.203547803623,16068.813991386209
134,15972.66272849746,16194.534484035772
135,16422.196871106906,16674.994296021992
136,16547.956981402625,16754.720871958987
137,16625.602964048558,16749.29771549765
138,16704.0091860348,16825.226913487724
139,16799.670655639544,16957.83302057127
140,17045.527272290976,17231.46462838339
141,17091.622746914,17222.024967841742
142,17155.210178432953,17325.299023749485
143,17240.38363706505,17374.16174162201
144,17152.92355952777,17313.084198703924
145,17634.68369713246,17746.11959290941
146,17528.356002200497,17670.287459388503
147,17567.559885217004,17729.362607484338
148,17648.816616739277,17837.859061890176
149,17609.437340138582,17824.796130737737
150,18038.263458449597,18258.59506649391
151,18224.91199718835,18261.20825785867
152,18297.348569973372,18416.56623805191
153,18281.45998447878,18422.663088766825
154,18294.920006808265,18500.485071550982
155,18625.82229012856,18895.83959661458
156,18642.402115545527,18846.000832964848
157,18607.705381839263,18822.267479681752
158,18446.991554108896,18751.660890619336
159,18260.291109781618,18444.314239512827
160,18894.732348579804,19124.662534976447
161,18864.912948129575,19027.703000287795
162,18803.875564503578,19173.447241707963
163,18853.897709756355,19157.387100649543
164,18926.06052774949,19306.770098916182
165,19290.46691440572,19668.590195582437
166,19582.187828177048,19877.984257986867
167,19746.980459182498,19946.027618938944
168,19749.318711075943,19947.883814258836
169,19654.081829811832,19901.180036220274
170,20052.443473690306,20296.84891380719
171,19954.657146788493,20186.735868506083
172,19914.541669927865,20133.098023073686
173,19857.685419403955,20052.32761170712
174,20193.205590630154,20360.266989863343
175,20517.041083666845,20670.660190621853
176,20501.95008128904,20757.208996216224
177,20573.727398536703,20804.50457261155
178,20597.91347389834,20878.18086976569
179,20508.565805176106,20753.67004658812
180,20730.445915335185,20999.879217673802
181,20738.321523672603,21113.69133590857
182,20921.642039482274,21290.14402894756
183,20983.260467910324,21228.48461049743
184,20978.55786654738,21280.633272601593
185,21395.28630236674,21729.83240912277
186,21406.887254629397,21792.65018812474
187,21655.402512285204,21973.752880395255
188,21567.182467628732,21966.39812226046
189,21693.323580953893,22083.346180722627
190,22043.728602543677,22452.93993232643
191,22088.786487585465,22425.045698735838
192,22300.257045339207,22529.82758858191
193,22208.994478931567,22641.412898962157
194,22257.217002055342,22748.531697800576
195,22658.90183812125,23024.698555255225
196,22524.880421696602,22951.442404095476
197,22400.351340024703,22845.55598220737
198,22531.726745352884,22976.44147057369
199,22552.900910150824,23041.013690619402
200,23042.8108451631,23527.80611918684
201,23161.874424628128,23607.9765840953
202,23187.498832156067,23635.16833503083
203,23206.118778281827,23634.819305938858
204,23267.712762272397,23719.579178224383
205,23470.538774517758,24031.63902222504
206,23594.812551269024,24174.940945279875
207,23423.03579029629,24104.90593879383
208,22741.254832681272,23453.402689556366
209,23105.191881262002,23813.273452234822
210,23498.776317530428,24184.18185233587
211,23716.615327253934,24291.548088156662
212,23605.818378833657,24126.116301841757
213,23661.37612823076,24263.065638842756
214,23919.443096510502,24515.413056138947
215,24273.938010112688,24915.04766661918
216,24122.833243507746,24785.51665270767
217,24286.466124476443,24932.492069558542
218,24497.231662766004,25136.254633812652
219,24772.1535474056,25432.804927322915
220,25142.70427315673,25900.35443067307
221,25068.184144024286,25912.796625270268
222,24856.36774532057,25627.803958173346
223,25033.95431806768,25711.86571107032
224,25038.168501369393,25760.121155766243
225,25103.21320763624,25854.77253072408
226,25454.697093253337,25944.369380142845
227,25130.132885577743,25666.0035960708
228,25184.522985035812,25691.27197119478
229,25564.120400963795,26092.16739905236
230,25967.124955344567,26551.898631998203
231,26000.360797281195,26566.674457672198
232,25553.89574368978,26125.82653091341
233,25464.585713429282,26121.547936689658
234,25186.5002156569,25878.18827426867
235,25394.392323133157,26060.874822640897
236,25392.405104451398,26161.553197978177
237,25017.611760933418,25762.792382524993
238,25335.425298016613,26019.42130194802
239,25731.5039941808,26402.388338134588
240,26394.31346396636,27050.728976892922
241,26658.67504901409,27237.473236712292
242,26767.637902901377,27386.146433275422
243,26551.43045348185,27261.114833207466
244,26589.129812860487,27311.610587328047
245,27098.524541275685,27806.184352851913
246,27101.795785480695,27826.512235042283
247,27119.813108483435,27879.36972023685
248,27062.072892036347,27795.612356663038
249,27000.952038965806,27771.623209503578
250,27652.742500766548,28355.809545372093
251,27730.76011244376,28421.792043383284
252,27304.70010042737,28116.201818467995
253,27218.70263922454,28073.721392643103
254,27139.894169045714,27997.015631191458
