run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-05-29_04-45_36759a2501e8,36759a2501e8,2026-05-29T04:45:35,liquid_universe_sanity_test,liquid_sample,MEDIUM,300,255,0.10641826794707132,0.7692658156151664,0.746157276684941,-0.1426217652394558,59,4.409138961291188,123.19967512093474,0.11869495473646996,0.664292687879202,-0.012276686789398639,0.27696689936411434,3.7708485627553685,-0.05906393176902369,0.15511861852325115
