day,strategy,benchmark
0,4999.385408345573,5000.0
1,5029.69127002651,5038.652803568931
2,5008.681019008537,5012.691188500661
3,5022.9091233962,5011.695558656048
4,5039.494258571473,5033.095416278919
5,5411.829842551787,5412.35931188579
6,5262.622604132026,5251.0516635666645
7,5230.207113098822,5249.439037817378
8,5278.526614125682,5312.490590060345
9,5314.733086596803,5344.303500373213
10,5753.705354055457,5803.705220908254
11,5759.426452231897,5804.0913045695415
12,5710.040342935254,5742.993863997175
13,5657.665288266036,5677.458254278184
14,5651.9159666594105,5656.802778399308
15,6040.227578982167,6042.903766592963
16,6111.9349817890725,6118.461048253516
17,6135.404363265585,6153.707459318937
18,6085.621968921028,6084.145222826437
19,6082.721166784604,6093.033787713157
20,6391.498013192639,6400.008504795889
21,6415.870668191457,6409.931337298413
22,6451.2638610415925,6418.751632856213
23,6537.702298601558,6535.509271274468
24,6554.540066834833,6522.9396674191885
25,7014.58508537267,6988.429679250439
26,7087.754355315967,7052.398135708573
27,7074.472816693055,7092.042966406234
28,7113.636327527329,7130.75221733365
29,7091.52236559951,7109.9355674456965
30,7400.917425517568,7409.362190410249
31,7405.673574564061,7473.025990110963
32,7371.961666453062,7439.525777369722
33,7412.414040139288,7479.453530071849
34,7377.035035652072,7439.649015899399
35,7710.207727035312,7789.583554582055
36,7741.565885842201,7841.837820171421
37,7802.97901300436,7873.634169612659
38,7808.817977792172,7900.998266415194
39,7741.631376597168,7828.676619954804
40,8187.183681004404,8281.842672451457
41,8212.45923024346,8288.142126847926
42,8164.703358404775,8261.441936019719
43,8249.4516643633,8348.662672437253
44,8248.041211683034,8348.25231766903
45,8692.86752709803,8772.760840985142
46,8707.834339384633,8793.42019535013
47,8708.421859383725,8756.837254513159
48,8587.678819958634,8607.058712057249
49,8554.60464704593,8567.893351924655
50,8937.637480719512,8925.28387771943
51,8936.3340425489,8929.787991826017
52,8805.446686635663,8787.253194415061
53,8914.271412167962,8924.382682887863
54,8814.411911894313,8768.027704674954
55,9139.135140823875,9064.241494944528
56,9254.884019999667,9161.662224106138
57,9110.941307609672,8999.033588380818
58,9197.373625253282,9049.471933296705
59,9022.157787953662,8808.43229801947
60,9345.654312112323,9135.211077244201
61,9365.334618548408,9183.685513827655
62,9279.709046143838,9061.263141083358
63,9453.48404219905,9248.430022639686
64,9545.611420499794,9319.747681332681
65,9868.871833714897,9619.016703195566
66,9918.952819236247,9723.775337483592
67,9882.129057305927,9695.657166241741
68,9826.7716877692,9698.855959896704
69,9964.574161851953,9872.547376535575
70,10337.661632083364,10296.278752097933
71,10287.68175527851,10173.360468871397
72,10238.007349501244,10146.341443826652
73,10117.835404041594,9942.011516681308
74,10185.005150181905,10008.751082203102
75,10594.526259380058,10437.019382311239
76,10623.129710287032,10503.069379156079
77,10244.434713901175,9985.469649946994
78,9757.054560283465,9400.891284253923
79,9659.388515092869,9384.145907260601
80,9894.128726638286,9637.164133132346
81,10573.346633189045,10649.25164748292
82,10276.975402775266,10182.613297946407
83,10422.969179051324,10364.299866728932
84,10513.170477022351,10464.847257771215
85,10928.910112511792,10835.537212750558
86,10781.101967025577,10594.68453702432
87,10836.587029791737,10609.801131317847
88,10646.60323206953,10357.259193504973
89,10858.290339112124,10626.731866238584
90,11377.238083680259,11191.396856954783
91,11553.095368001672,11426.964788760073
92,11563.009918020492,11509.528925510604
93,11609.308313156813,11513.917532491856
94,11653.628259382771,11586.448908501648
95,12098.423323581237,11991.046558214734
96,12128.81307509014,12076.026085086085
97,12293.970527012432,12255.284175637185
98,12246.986836660399,12185.00743248787
99,12197.994606300934,12083.162555194856
100,12616.26642530331,12533.977532965238
101,12620.744047207165,12621.31166270161
102,12658.08466259875,12605.2292761047
103,12892.244606276046,13021.797975733158
104,12931.400115725985,13107.79454952346
105,13304.153106380476,13524.547093017058
106,13429.008001593354,13590.607032757787
107,13515.690594781876,13676.689571140947
108,13527.131290270981,13691.64932690757
109,13499.119893119489,13645.614827708165
110,13670.684570727473,13815.676788369712
111,13624.318268912513,13821.130568152434
112,13591.14254380835,13726.787640824397
113,13825.990876872092,14012.178215287528
114,13735.068517561562,13931.111956585364
115,14183.178474785564,14386.101919143688
116,14146.400042475892,14370.011685362604
117,14215.643907162248,14450.95805416643
118,14312.976716345047,14533.365939995647
119,14314.889181690103,14529.464547482965
120,14718.670261156112,14859.245502922151
121,14843.345916569744,15011.836342516784
122,14898.383119930397,15025.364705532067
123,15018.168755973424,15110.553484940221
124,14983.35770804998,15067.457930175893
125,15435.384708452131,15527.340967652874
126,15267.664034064741,15353.744295728608
127,15363.45655837704,15499.824423348795
128,15264.382875324456,15367.373169787013
129,15296.280130220666,15365.059881168292
130,15676.096923030711,15728.974483964259
131,15821.982186625642,15884.335493648443
132,16003.851144739909,16059.816343834282
133,15912.917852016333,16068.812437700688
134,16024.542467732568,16194.532930940575
135,16470.658600631425,16674.99437244148
136,16597.448706977822,16754.71927956672
137,16668.028911775957,16749.29779225766
138,16752.41849754315,16825.226990595707
139,16850.598674968955,16957.833098286974
140,17100.688171734833,17231.463036342833
141,17140.51427373275,17222.02508458235
142,17187.216114124058,17325.299141190142
143,17250.63808007491,17374.161859393887
144,17170.509012440212,17313.08431606178
145,17634.961359285553,17746.12141933635
146,17525.744885888496,17670.287537230415
147,17549.163605616443,17729.362685586493
148,17623.849190526693,17837.86088872125
149,17587.332884960342,17824.7962092603
150,18018.848225698224,18258.595145165364
151,18160.709796779087,18261.206549132785
152,18252.163670645295,18416.56631740402
153,18226.070222917984,18422.663168145205
154,18237.047397696348,18500.48693867328
155,18550.581041409336,18895.83967630826
156,18578.995984282752,18846.000912448333
157,18540.996271324668,18822.267559065138
158,18385.979975735245,18751.66096970494
159,18211.55558586494,18444.314317302185
160,18853.076011657842,19124.662613948185
161,18826.73033793288,19027.70121378644
162,18785.027651900185,19173.449185953858
163,18837.666211653486,19157.38904482912
164,18908.1679838898,19306.770178639897
165,19273.23327495494,19668.588410075783
166,19554.346674320666,19877.982473739474
167,19720.364210886226,19946.027738890833
168,19721.340179330615,19947.88393422189
169,19626.582834462708,19901.180155902457
170,20025.63001857657,20296.849033463328
171,19952.393992163787,20186.735987513068
172,19924.310870973604,20133.100083827743
173,19873.567813201935,20052.327729921726
174,20217.28593888489,20360.265167830068
175,20551.136361861172,20670.6603101236
176,20550.119939019674,20757.209116218328
177,20627.584030408543,20804.50469288708
178,20651.098825653033,20878.182970853086
179,20560.940347711417,20753.670166569762
180,20784.753371640018,20999.87933676635
181,20792.89951015154,21113.68943680631
182,20986.775859628237,21290.146168526477
183,21040.918262805357,21228.482712046174
184,21038.16530557134,21280.635412126572
185,21447.47146283459,21729.832530086514
186,21477.214181951815,21792.650309438173
187,21719.105291961823,21973.750946017124
188,21633.292887547956,21966.3982445411
189,21733.08275360712,22083.34630365428
190,22086.8626792424,22452.942111788536
191,22111.71948408952,22425.045784087295
192,22338.50139014103,22529.82558032769
193,22272.01559040932,22641.412985137125
194,22326.503151252076,22748.531784383245
195,22717.394265064628,23024.698641366576
196,22566.318361310463,22951.442489932855
