date,symbol,side,quantity,price,amount,reason,exit_type,pnl,hold_days,is_partial,archetype,archetype_at_entry,archetype_at_exit,decision_source,cluster_id,cluster_decision,cluster_block_reason
50,TKC,buy,12.836697437840876,6.549156000000001,84.06953404522021,buy,,0.0,0,False,legacy_turnaround,legacy_turnaround,,archetype_rule,0,,
50,OMF,buy,1.478158599027576,54.926790000000004,81.19050695548188,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,3,,
50,HMY,buy,4.564335824393893,17.554542,80.12482493142723,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule,5,,
50,SLDE,buy,4.067457430607242,18.766236,76.33086606272913,buy,,0.0,0,False,legacy_turnaround,legacy_turnaround,,archetype_rule,4,,
50,NTES,buy,0.6450364528155207,117.84475200000001,76.01416081300475,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule,5,,
50,QFIN,buy,5.494506737039299,13.769250000000001,75.65523688897838,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule,4,,
50,BTI,buy,1.25068216227522,59.643384000000005,74.59491646653126,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule,5,,
50,SYF,buy,0.9559937743605244,75.25521,71.94351224819388,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule,4,,
55,TKC,sell,12.836697437840876,6.32,81.01434870822432,,trailing_stop,-3.0551853369958906,5,False,legacy_turnaround,legacy_turnaround,legacy_turnaround,archetype_rule,0,,
55,CALM,buy,0.45598829289265036,79.62131400000001,36.30638704872969,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,5,,
55,HRB,buy,0.9947568717020933,35.69991,35.51273079164628,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,3,,
55,ABEV,buy,10.95702073793345,3.15441,34.56293578594465,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,4,,
55,TROW,buy,0.3302656068711667,103.15421400000001,34.0682890880282,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,5,,
55,FBP,buy,1.4251462935219548,22.93206,32.68154031182308,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,5,,
55,GNTX,buy,1.4046102221843928,22.93206,32.21060589174583,buy,,0.0,0,False,legacy_turnaround,legacy_turnaround,,archetype_rule,5,,
60,PGR,buy,0.1478680094659185,202.88364,30.0,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule,3,,
60,BHP,buy,0.3585644370771405,83.66697,30.0,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule,5,,
