run_label,config_hash,run_timestamp,mode,universe,lookahead_bias,n_symbols,n_days,train_return,train_sharpe,train_calmar,train_max_drawdown,train_trades,train_turnover,train_friction,benchmark_return,benchmark_sharpe,excess_return,val_return,val_sharpe,val_max_drawdown,val_excess
backtest_2026-06-03_20-23_4e784279e6ae,4e784279e6ae,2026-06-03T20:23:07,liquid_universe_full,liquid_all,MEDIUM,2157,489,0.35579155613830027,1.1163906273612423,2.052539055578704,-0.17334216134464075,115,2.8935104297945036,168.89789102162638,0.49292276309337524,1.3323472355824284,-0.13713120695507497,0.36055292760508695,2.7344909447664536,-0.07972002498371955,0.14866072419782683
